wavelength,intensity
591,0.5206270076310578
592,0.5043882632196038
593,0.48832817616420454
594,0.4724677635104653
595,0.4568269305532682
596,0.4414244479999092
597,0.4262779344580579
598,0.41140384413886005
599,0.39681745964127685
600,0.38253288966115867
601,0.3685630714477137
602,0.3549197778110173
603,0.341613628467104
604,0.32865410549203233
605,0.316049572643154
606,0.3038072982946621
607,0.2919334817253507
608,0.2804332824893604
609,0.2693108525954947
610,0.25856937121741175
611,0.24821108165558095
612,0.23823733027225802
613,0.2286486071228112
614,0.21944458801041744
615,0.21062417769635325
616,0.2021855540047191
617,0.19412621256834076
618,0.18644301197168045
619,0.17913221905672888
620,0.17218955416892498
621,0.1656102361320342
622,0.15938902675347885
623,0.1535202746747451
624,0.14799795839505564
625,0.1428157283103842
626,0.13796694762398473
627,0.13344473199879878
628,0.12924198783629212
629,0.1253514490803516
630,0.12176571245875986
631,0.11847727108836784
632,0.11547854638333155
633,0.1127619182185938
634,0.11031975331311861
635,0.10814443180915945
636,0.10622837203503033
637,0.10456405344939523
638,0.10314403777497591
639,0.10196098833877001
640,0.10100768764435375
641,0.10027705320960541
642,0.09976215171022015
643,0.09945621147569836
644,0.09935263339007887
645,0.09944500025457373
646,0.09972708467345168
647,0.10019285552803882
648,0.10083648310657922
649,0.10165234295995003
650,0.10263501855489118
651,0.10377930279751449
652,0.10508019850043997
653,0.10653291786700249
654,0.10813288106561525
655,0.10987571396660767
656,0.111757245112709
657,0.11377350199286547
658,0.11592070668729411
659,0.11819527094962619
660,0.12059379078971458
661,0.12311304061820764
662,0.12574996701135663
663,0.1285016821517609
664,0.13136545699789212
665,0.13433871423230287
666,0.1374190210354473
667,0.14060408172904057
668,0.14389173032988606
669,0.14727992305212428
670,0.1507667307929233
671,0.15435033163375328
672,0.15802900338658485
673,0.16180111621163046
674,0.16566512533062547
675,0.16961956385712773
676,0.17366303576290848
677,0.17779420899722184
678,0.1820118087735753
679,0.18631461103658717
680,0.19070143611960727
681,0.19517114260199628
682,0.19972262137330704
683,0.20435478991008488
684,0.2090665867696041
685,0.21385696630357695
686,0.21872489359371092
687,0.22366933960994353
688,0.2286892765912436
689,0.23378367364803535
690,0.23895149258456522
691,0.24419168393889093
692,0.24950318323761597
693,0.25488490746202064
694,0.2603357517218444
695,0.26585458613264745
696,0.2714402528924153
697,0.27709156355287035
698,0.2828072964807992
699,0.2885861945046061
700,0.2944269627412406
701,0.3003282665986259
702,0.3062887299487274
703,0.3123069334664377
704,0.3183814131295232
705,0.3245106588749593
706,0.3306931134070846
707,0.33692717115312343
708,0.34321117736174966
709,0.349543427340501
710,0.3559221658279946
711,0.3623455864970367
712,0.3688118315848636
713,0.3753189916468951
714,0.3818651054305234
715,0.3884481598655951
716,0.3950660901683804
717,0.40171678005594424
718,0.40839806206795903
719,0.41510771799310503
720,0.4218434793973119
721,0.428603028251186
722,0.4353839976540586
723,0.44218397265216164
724,0.44900049114851076
725,0.45583104490213056
726,0.46267308061430773
727,0.4695240010996008
728,0.4763811665393636
729,0.48324189581556953
730,0.49010346792273296
731,0.4969631234557393
732,0.503818066171394
733,0.5106654646214943
734,0.5175024538552189
735,0.5243261371886112
736,0.5311335880389128
737,0.5379218518214703
738,0.5446879479069145
739,0.5514288716362681
740,0.5581415963916051
741,0.5648230757198416
742,0.5714702455071883
743,0.5780800262017601
744,0.5846493250817775
745,0.5911750385667572
746,0.597654054569032
747,0.6040832548828964
748,0.6104595176086202
749,0.6167797196085293
750,0.6230407389922987
751,0.6292394576285634
752,0.635372763679903
753,0.6414375541582152
754,0.6474307374974542
755,0.6533492361406689
756,0.6591899891382461
757,0.6649499547542255
758,0.6706261130775311
759,0.6762154686349346
760,0.6817150530025471
761,0.6871219274126156
762,0.6924331853523937
763,0.6976459551518387
764,0.7027574025568891
765,0.7077647332850744
766,0.7126651955602132
767,0.7174560826229656
768,0.7221347352140206
769,0.7266985440267173
770,0.731144952125921
771,0.7354714573300096
772,0.7396756145528524
773,0.7437550381027058
774,0.7477074039349973
775,0.7515304518560088
776,0.7552219876745316
777,0.7587798852986228
778,0.7622020887746511
779,0.7654866142658915
780,0.7686315519680017
781,0.771635067958787
782,0.7744954059797421
783,0.777210889146947
784,0.77977992158898
785,0.7822009900096073
786,0.7844726651731039
787,0.7865936033101657
788,0.7885625474424749
789,0.7903783286240875
790,0.7920398670979295
791,0.7935461733657956
792,0.794896349170368
793,0.7960895883878891
794,0.7971251778302452
795,0.7980024979553437
796,0.7987210234847961
797,0.7992803239280364
798,0.7996800640121529
799,0.7999200040168227
800,0.8000000000138879
801,0.7999200040112326
802,0.7996800640007621
803,0.7992803239104164
804,0.7987210234602856
805,0.7980024979230264
806,0.7971251777889179
807,0.7960895883360221
808,0.7948963491060522
809,0.7935461732866794
810,0.7920398670011403
811,0.7903783285061368
812,0.7885625472991438
813,0.7865936031363685
814,0.7844726649627236
815,0.7822009897553011
816,0.7797799212819462
817,0.7772108887766496
818,0.7744954055335836
819,0.7716350674217213
820,0.7686315513220753
821,0.7654866134897023
822,0.7622020878427093
823,0.7587798841805967
824,0.7552219863343594
825,0.7515304502508535
826,0.7477074020140175
827,0.7437550358056104
828,0.7396756118082062
829,0.7354714540532447
830,0.7311449482170066
831,0.7266985393674337
832,0.722134729664769
833,0.7174560760190417
834,0.7126651877074569
835,0.7077647239547946
836,0.7027573914799513
837,0.6976459420117802
838,0.6924331697774168
839,0.6871219089662812
840,0.6817150311729716
841,0.6762154428222569
842,0.6706260825793884
843,0.6649499187489379
844,0.6591899466653636
845,0.6533491860784895
846,0.6474306785370663
847,0.6414374847735536
848,0.6353726820932377
849,0.6292393617707643
850,0.6230406264571242
851,0.6167795876000925
852,0.610459362881069
853,0.6040830736712189
854,0.5976538425097566
855,0.5911747906071555
856,0.5846490353760031
857,0.5780796879921549
858,0.571469850988766
859,0.5648226158857118
860,0.5581410608568248
861,0.5514282484373011
862,0.5446872232735398
863,0.5379210099176022
864,0.5311326106683788
865,0.5243250034614725
866,0.5175011398097039
867,0.51066394279606
868,0.5038163051208024
869,0.49696108720436066
870,0.4901011153475329
871,0.4832391799504203
872,0.47637803379141586
873,0.46952039036747045
874,0.46266892229675527
875,0.45582625978473845
876,0.4489949891545879
877,0.44217765144271515
878,0.4353767410601659
879,0.4285947045204678
880,0.42183393923443885
881,0.41509679237236186
882,0.4083855597938315
883,0.40170248504547756
884,0.395049758426677
885,0.3884295161232636
886,0.38184383940915667
887,0.37529475391573136
888,0.3687842289686669
889,0.36231417699191576
890,0.3558864529783529
891,0.34950285402657777
892,0.3431651189432584
893,0.33687492791032947
894,0.3306339022162754
895,0.3244436040506565
896,0.31830553636096376
897,0.312221142770817
898,0.3061918075584553
899,0.3002188556944059
900,0.2943035529371539
901,0.2884471059855805
902,0.28265066268688116
903,0.27691531229862293
904,0.27124208580355375
905,0.2656319562757285
906,0.2600858392964766
907,0.2546045934186966
908,0.24918902067792567
909,0.2438398671486026
910,0.23855782354390986
911,0.2333435258575572
912,0.22819755604584413
913,0.2231204427483199
914,0.21811266204534163
915,0.21317463825081934
916,0.20830674473842323
917,0.2035093047995231
918,0.1987825925311234
919,0.19412683375205667
920,0.18954220694569743
921,0.18502884422746294
922,0.18058683233537354
923,0.1762162136419534
924,0.17191698718576431
925,0.16768910972087825
926,0.16353249678261117
927,0.15944702376785813
928,0.15543252702839053
929,0.1514888049754993
930,0.1476156191943914
931,0.14381269556677423
932,0.1400797254000907
933,0.13641636656189723
934,0.1328222446179093
935,0.12929695397227137
936,0.12584005900864295
937,0.12245109523072895
938,0.11912957040091826
939,0.11587496567573373
940,0.11268673673683603
941,0.10956431491636259
942,0.10650710831542548
943,0.1035145029146331
944,0.10058586367554233
945,0.09772053563199201
946,0.09491784497031051
947,0.09217710009743478
948,0.08949759269602255
949,0.08687859876568235
950,0.08431937964949147
951,0.08181918304501593
952,0.0793772439990906
953,0.07699278588566232
954,0.07466502136604206
955,0.07239315333095671
956,0.07017637582383392
957,0.06801387494479608
958,0.06590482973488297
959,0.06384841304006371
960,0.06184379235463977
961,0.05989013064368279
962,0.057986587144189174
963,0.05613231814467456
964,0.05432647774296756
965,0.05256821858200231
966,0.050856692563443606
967,0.04919105153901606
968,0.04757044797944256
969,0.04599403562093166
970,0.04446097008918647
971,0.04297040950093884
972,0.04152151504304432
973,0.04011345152920235
974,0.03874538793439536
975,0.03741649790716719
976,0.03612596025988873
977,0.034872959437182875
978,0.033656685962705844
979,0.032476336864504206
980,0.031331116079189654
981,0.03022023483519358
982,0.029142912015383216
983,0.02809837449934015
984,0.027085857485618498
985,0.026104604794316817
986,0.02515386915031303
987,0.024232912447525064
988,0.023341005994573574
989,0.02247743074223447
990,0.021641477493080333
991,0.02083244709371899
992,0.02004965061004701
993,0.019292409485943258
994,0.01856005568583478
995,0.01785193182157313
996,0.017167391264064327
997,0.01650579824009977
998,0.015866527914838804
999,0.01524896646039589
1000,0.014652511110987344
1001,0.014076570205093022
1002,0.013520563215088897
1003,0.012983920764805777
1004,0.012466084635467601
1005,0.011966507760461995
1006,0.011484654209391695
1007,0.01101999916185365
1008,0.010572028871387869
1009,0.010140240620034482
1010,0.00972414266393195
1011,0.009323254170385103
1012,0.008937105146824659
1013,0.008565236362074949
1014,0.008207199260338948
1015,0.007862555868303752
1016,0.007530878695761305
1017,0.0072117506301326295
1018,0.006904764825275019
1019,0.006609524584944241
1020,0.006325643241274748
1021,0.006052744028632912
1022,0.0057904599531889
1023,0.005538433658544436
1024,0.005296317287744037
1025,0.005063772341988598
1026,0.004840469536360414
1027,0.004626088652859717
1028,0.004420318391043146
1029,0.00422285621654498
1030,0.004033408207752787
1031,0.0038516889008991754
1032,0.0036774211338222993
1033,0.003510335888637802
1034,0.003350172133555924
1035,0.0031966766640677035
1036,0.003049603943715329
1037,0.002908715944651985
1038,0.0027737819881879953
1039,0.0026445785855105093
1040,0.0025208892787555535
1041,0.002402504482602175
1042,0.002289221326550067
1043,0.002180843498033359
1044,0.0020771810865151965
1045,0.001978050428699352
1046,0.0018832739549873815
1047,0.0017926800373017937
1048,0.0017061028383883838
1049,0.0016233821627031346
1050,0.0015443633089821675
1051,0.0014688969245859394
1052,0.0013968388617022036
1053,0.001328050035485553
1054,0.0012623962842048617
1055,0.0011997482314638776
1056,0.0011399811505539718
1057,0.0010829748309924175
1058,0.0010286134472937926
1059,0.0009767854300168318
1060,0.0009273833391236722
1061,0.0008803037396836185
1062,0.0008354470799485435
1063,0.0007927175718226281
1064,0.000752023073744549
1065,0.0007132749759961757
1066,0.0006763880884476657
1067,0.0006412805307451421
1068,0.0006078736249433914
1069,0.0005760917905826388
1070,0.0005458624422051008
1071,0.0005171158893039992
1072,0.0004897852386946897
1073,0.0004638062992948981
1074,0.0004391174892983673
1075,0.00041565974572387076
1076,0.00039337643631918626
1077,0.0003722132737975669
1078,0.00035211823238223434
1079,0.0003330414666325734
1080,0.0003149352325240629
1081,0.0002977538107523491
1082,0.0002814534322305089
1083,0.0002659922057471797
1084,0.00025133004775211056
1085,0.00023742861423456854
1086,0.00022425123465912649
1087,0.0002117628479224732
1088,0.00019992994029417797
1089,0.00018872048530366167
1090,0.00017810388553511118
1091,0.00016805091629158527
1092,0.00015853367108920527
1093,0.0001495255089420158
1094,0.00014100100339790766
1095,0.00013293589328582187
1096,0.00012530703513442078
1097,0.00011809235722237048
1098,0.00011127081522046662
1099,0.00010482234938592347
1100,9.872784326934365e-05
