wavelength,deficit
577,0.7526559966742439
578,0.7366446095927628
579,0.7204265539269694
580,0.7040330110325729
581,0.6874949231524907
582,0.6708429006515464
583,0.654107133034125
584,0.6373173040513094
585,0.6205025111759717
586,0.6036911896950565
587,0.5869110416380929
588,0.5701889697300568
589,0.5535510165253258
590,0.5370223088478511
591,0.5206270076310578
592,0.5043882632196038
593,0.4883281761642045
594,0.4724677635104653
595,0.4568269305532682
596,0.4414244479999092
597,0.4262779344580579
598,0.41140384413886
599,0.3968174596412768
600,0.3825328896611586
601,0.3685630714477137
602,0.3549197778110173
603,0.341613628467104
604,0.3286541054920323
605,0.316049572643154
606,0.3038072982946621
607,0.2919334817253507
608,0.2804332824893604
609,0.2693108525954947
610,0.2585693712174117
611,0.2482110816555809
612,0.238237330272258
613,0.2286486071228112
614,0.2194445880104174
615,0.2106241776963532
616,0.2021855540047191
617,0.1941262125683407
618,0.1864430119716804
619,0.1791322190567288
620,0.1721895541689249
621,0.1656102361320342
622,0.1593890267534788
623,0.1535202746747451
624,0.1479979583950556
625,0.1428157283103842
626,0.1379669476239847
627,0.1334447319987987
628,0.1292419878362921
629,0.1253514490803516
630,0.1217657124587598
631,0.1184772710883678
632,0.1154785463833315
633,0.1127619182185938
634,0.1103197533131186
635,0.1081444318091594
636,0.1062283720350303
637,0.1045640534493952
638,0.1031440377749759
639,0.10196098833877
640,0.1010076876443537
641,0.1002770532096054
642,0.0997621517102201
643,0.0994562114756983
644,0.0993526333900788
645,0.0994450002545737
646,0.0997270846734516
647,0.1001928555280388
648,0.1008364831065792
649,0.10165234295995
650,0.1026350185548911
651,0.1037793027975144
652,0.1050801985004399
653,0.1065329178670024
654,0.1081328810656152
655,0.1098757139666076
656,0.111757245112709
657,0.1137735019928654
658,0.1159207066872941
659,0.1181952709496261
660,0.1205937907897145
661,0.1231130406182076
662,0.1257499670113566
663,0.1285016821517609
664,0.1313654569978921
665,0.1343387142323028
666,0.1374190210354473
667,0.1406040817290405
668,0.143891730329886
669,0.1472799230521242
670,0.1507667307929233
671,0.1543503316337532
672,0.1580290033865848
673,0.1618011162116304
674,0.1656651253306254
675,0.1696195638571277
676,0.1736630357629084
677,0.1777942089972218
678,0.1820118087735753
679,0.1863146110365871
680,0.1907014361196072
681,0.1951711426019962
682,0.199722621373307
683,0.2043547899100848
684,0.2090665867696041
685,0.2138569663035769
686,0.2187248935937109
687,0.2236693396099435
688,0.2286892765912436
689,0.2337836736480353
690,0.2389514925845652
691,0.2441916839388909
692,0.2495031832376159
693,0.2548849074620206
694,0.2603357517218444
695,0.2658545861326474
696,0.2714402528924153
697,0.2770915635528703
698,0.2828072964807992
699,0.2885861945046061
700,0.2944269627412406
701,0.3003282665986259
702,0.3062887299487274
703,0.3123069334664377
704,0.3183814131295232
705,0.3245106588749593
706,0.3306931134070846
707,0.3369271711531234
708,0.3432111773617496
709,0.349543427340501
710,0.3559221658279946
711,0.3623455864970367
712,0.3688118315848636
713,0.3753189916468951
714,0.3818651054305234
715,0.3884481598655951
716,0.3950660901683804
717,0.4017167800559442
718,0.408398062067959
719,0.415107717993105
720,0.4218434793973119
721,0.428603028251186
722,0.4353839976540586
723,0.4421839726521616
724,0.4490004911485107
725,0.4558310449021305
726,0.4626730806143077
727,0.4695240010996008
728,0.4763811665393636
729,0.4832418958155695
730,0.4901034679227329
731,0.4969631234557393
732,0.503818066171394
733,0.5106654646214943
734,0.5175024538552189
735,0.5243261371886112
736,0.5311335880389128
737,0.5379218518214703
738,0.5446879479069145
739,0.5514288716362681
740,0.5581415963916051
741,0.5648230757198416
742,0.5714702455071883
743,0.5780800262017601
744,0.5846493250817775
745,0.5911750385667572
746,0.597654054569032
747,0.6040832548828964
748,0.6104595176086202
749,0.6167797196085293
750,0.6230407389922987
751,0.6292394576285634
752,0.635372763679903
753,0.6414375541582152
754,0.6474307374974542
755,0.6533492361406689
756,0.6591899891382461
757,0.6649499547542255
758,0.6706261130775311
759,0.6762154686349346
760,0.6817150530025471
761,0.6871219274126156
762,0.6924331853523937
763,0.6976459551518387
764,0.7027574025568891
765,0.7077647332850744
766,0.7126651955602132
767,0.7174560826229656
768,0.7221347352140206
769,0.7266985440267173
770,0.731144952125921
771,0.7354714573300096
772,0.7396756145528524
773,0.7437550381027058
774,0.7477074039349973
775,0.7515304518560088
776,0.7552219876745316
777,0.7587798852986228
778,0.7622020887746511
779,0.7654866142658915
780,0.7686315519680017
781,0.771635067958787
782,0.7744954059797421
783,0.777210889146947
784,0.77977992158898
785,0.7822009900096073
786,0.7844726651731039
787,0.7865936033101657
788,0.7885625474424749
789,0.7903783286240875
790,0.7920398670979295
791,0.7935461733657956
792,0.794896349170368
793,0.7960895883878891
794,0.7971251778302452
795,0.7980024979553437
796,0.7987210234847961
797,0.7992803239280364
798,0.7996800640121529
799,0.7999200040168227
800,0.8000000000138879
801,0.7999200040112326
802,0.7996800640007621
803,0.7992803239104164
804,0.7987210234602856
805,0.7980024979230264
806,0.7971251777889179
807,0.7960895883360221
808,0.7948963491060522
809,0.7935461732866794
810,0.7920398670011403
811,0.7903783285061368
812,0.7885625472991438
813,0.7865936031363685
814,0.7844726649627236
815,0.7822009897553011
816,0.7797799212819462
817,0.7772108887766496
818,0.7744954055335836
819,0.7716350674217213
820,0.7686315513220753
821,0.7654866134897023
822,0.7622020878427093
823,0.7587798841805967
824,0.7552219863343594
825,0.7515304502508535
826,0.7477074020140175
827,0.7437550358056104
828,0.7396756118082062
829,0.7354714540532447
830,0.7311449482170066
831,0.7266985393674337
832,0.722134729664769
833,0.7174560760190417
834,0.7126651877074569
835,0.7077647239547946
836,0.7027573914799513
837,0.6976459420117802
838,0.6924331697774168
839,0.6871219089662812
840,0.6817150311729716
841,0.6762154428222569
842,0.6706260825793884
843,0.6649499187489379
844,0.6591899466653636
845,0.6533491860784895
846,0.6474306785370663
847,0.6414374847735536
848,0.6353726820932377
849,0.6292393617707643
850,0.6230406264571242
851,0.6167795876000925
852,0.610459362881069
853,0.6040830736712189
854,0.5976538425097566
855,0.5911747906071555
856,0.5846490353760031
857,0.5780796879921549
858,0.571469850988766
859,0.5648226158857118
860,0.5581410608568248
861,0.5514282484373011
862,0.5446872232735398
863,0.5379210099176022
864,0.5311326106683788
865,0.5243250034614725
866,0.5175011398097039
867,0.51066394279606
868,0.5038163051208024
869,0.4969610872043606
870,0.4901011153475329
871,0.4832391799504203
872,0.4763780337914158
873,0.4695203903674704
874,0.4626689222967552
875,0.4558262597847384
876,0.4489949891545879
877,0.4421776514427151
878,0.4353767410601659
879,0.4285947045204678
880,0.4218339392344388
881,0.4150967923723618
882,0.4083855597938315
883,0.4017024850454775
884,0.395049758426677
885,0.3884295161232636
886,0.3818438394091566
887,0.3752947539157313
888,0.3687842289686669
889,0.3623141769919157
890,0.3558864529783529
891,0.3495028540265777
892,0.3431651189432584
893,0.3368749279103294
894,0.3306339022162754
895,0.3244436040506565
896,0.3183055363609637
897,0.312221142770817
898,0.3061918075584553
899,0.3002188556944059
900,0.2943035529371539
901,0.2884471059855805
902,0.2826506626868811
903,0.2769153122986229
904,0.2712420858035537
905,0.2656319562757285
906,0.2600858392964766
907,0.2546045934186966
908,0.2491890206779256
909,0.2438398671486026
910,0.2385578235439098
911,0.2333435258575572
912,0.2281975560458441
913,0.2231204427483199
914,0.2181126620453416
915,0.2131746382508193
916,0.2083067447384232
917,0.2035093047995231
918,0.1987825925311234
919,0.1941268337520566
920,0.1895422069456974
921,0.1850288442274629
922,0.1805868323353735
923,0.1762162136419534
924,0.1719169871857643
925,0.1676891097208782
926,0.1635324967826111
927,0.1594470237678581
928,0.1554325270283905
929,0.1514888049754993
930,0.1476156191943914
931,0.1438126955667742
932,0.1400797254000907
933,0.1364163665618972
934,0.1328222446179093
935,0.1292969539722713
936,0.1258400590086429
937,0.1224510952307289
938,0.1191295704009182
939,0.1158749656757337
940,0.112686736736836
941,0.1095643149163625
942,0.1065071083154254
943,0.1035145029146331
944,0.1005858636755423
945,0.097720535631992
946,0.0949178449703105
947,0.0921771000974347
948,0.0894975926960225
949,0.0868785987656823
950,0.0843193796494914
951,0.0818191830450159
952,0.0793772439990906
953,0.0769927858856623
954,0.074665021366042
955,0.0723931533309567
956,0.0701763758238339
957,0.068013874944796
958,0.0659048297348829
959,0.0638484130400637
960,0.0618437923546397
961,0.0598901306436827
962,0.0579865871441891
963,0.0561323181446745
964,0.0543264777429675
965,0.0525682185820023
966,0.0508566925634436
967,0.049191051539016
968,0.0475704479794425
969,0.0459940356209316
970,0.0444609700891864
971,0.0429704095009388
972,0.0415215150430443
973,0.0401134515292023
974,0.0387453879343953
975,0.0374164979071671
976,0.0361259602598887
977,0.0348729594371828
978,0.0336566859627058
979,0.0324763368645042
980,0.0313311160791896
981,0.0302202348351935
982,0.0291429120153832
983,0.0280983744993401
984,0.0270858574856184
985,0.0261046047943168
986,0.025153869150313
987,0.024232912447525
988,0.0233410059945735
989,0.0224774307422344
990,0.0216414774930803
991,0.0208324470937189
992,0.020049650610047
993,0.0192924094859432
994,0.0185600556858347
995,0.0178519318215731
996,0.0171673912640643
997,0.0165057982400997
998,0.0158665279148388
999,0.0152489664603958
1000,0.0146525111109873
1001,0.014076570205093
1002,0.0135205632150888
1003,0.0129839207648057
1004,0.0124660846354676
1005,0.0119665077604619
1006,0.0114846542093916
1007,0.0110199991618536
1008,0.0105720288713878
1009,0.0101402406200344
1010,0.0097241426639319
1011,0.0093232541703851
1012,0.0089371051468246
1013,0.0085652363620749
1014,0.0082071992603389
1015,0.0078625558683037
1016,0.0075308786957613
1017,0.0072117506301326
1018,0.006904764825275
1019,0.0066095245849442
1020,0.0063256432412747
1021,0.0060527440286329
1022,0.0057904599531889
1023,0.0055384336585444
1024,0.005296317287744
1025,0.0050637723419885
1026,0.0048404695363604
1027,0.0046260886528597
1028,0.0044203183910431
1029,0.0042228562165449
1030,0.0040334082077527
1031,0.0038516889008991
1032,0.0036774211338222
1033,0.0035103358886378
1034,0.0033501721335559
1035,0.0031966766640677
1036,0.0030496039437153
1037,0.0029087159446519
1038,0.0027737819881879
1039,0.0026445785855105
1040,0.0025208892787555
1041,0.0024025044826021
1042,0.00228922132655
1043,0.0021808434980333
1044,0.0020771810865151
1045,0.0019780504286993
1046,0.0018832739549873
1047,0.0017926800373017
1048,0.0017061028383883
1049,0.0016233821627031
1050,0.0015443633089821
1051,0.0014688969245859
1052,0.0013968388617022
1053,0.0013280500354855
1054,0.0012623962842048
1055,0.0011997482314638
1056,0.0011399811505539
1057,0.0010829748309924
1058,0.0010286134472937
1059,0.0009767854300168
1060,0.0009273833391236
1061,0.0008803037396836
1062,0.0008354470799485
1063,0.0007927175718226
1064,0.0007520230737445
1065,0.0007132749759961
1066,0.0006763880884476
1067,0.0006412805307451
1068,0.0006078736249433
1069,0.0005760917905826
1070,0.0005458624422051
1071,0.0005171158893039
1072,0.0004897852386946
1073,0.0004638062992948
1074,0.0004391174892983
1075,0.0004156597457238
1076,0.0003933764363191
1077,0.0003722132737975
1078,0.0003521182323822
1079,0.0003330414666325
1080,0.000314935232524
1081,0.0002977538107523
1082,0.0002814534322305
1083,0.0002659922057471
1084,0.0002513300477521
1085,0.0002374286142345
1086,0.0002242512346591
1087,0.0002117628479224
1088,0.0001999299402941
1089,0.0001887204853036
1090,0.0001781038855351
1091,0.0001680509162915
1092,0.0001585336710892
1093,0.000149525508942
1094,0.0001410010033979
1095,0.0001329358932858
1096,0.0001253070351344
1097,0.0001180923572223
1098,0.0001112708152204
1099,0.0001048223493859
1100,9.872784326934364e-05
